,  ,  ,  , 19:50:09, 09/03/2024, Presentsent,20:09:02,05/03/2024,Present
3, 123, John Doe, Computer Science, 20:12:55, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:13:07, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:13:07, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:13:07, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:13:08, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:13:08, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:13:08, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:13:08, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:13:08, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:13:08, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:13:08, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:13:09, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:13:09, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:13:09, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:13:09, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:03, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:04, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:04, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:04, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:04, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:04, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:04, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:04, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:05, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:05, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:05, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:05, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:05, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:05, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:05, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:05, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:06, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:06, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:06, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:06, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:06, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:06, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:06, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:07, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:07, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:07, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:07, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:07, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:07, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:07, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:07, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:08, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:08, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:08, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:08, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:08, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:08, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:09, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:09, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:09, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:09, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:09, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:09, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:09, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:10, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:10, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:10, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:10, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:10, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:10, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:10, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:10, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:11, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:11, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:11, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:11, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:11, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:11, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:11, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:12, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:12, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:12, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:12, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:12, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:12, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:12, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:12, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:13, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:13, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:13, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:13, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:13, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:13, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:13, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:14, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:14, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:14, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:14, 09/03/2024, Present
3, 123, John Doe, Computer Science, 20:15:14, 09/03/2024, Present
 ,  ,  ,  , 20:19:55, 09/03/2024, Present
 ,  ,  ,  , 20:19:55, 09/03/2024, Present
 ,  ,  ,  , 20:19:56, 09/03/2024, Present
 ,  ,  ,  , 20:19:56, 09/03/2024, Present
 ,  ,  ,  , 20:19:56, 09/03/2024, Present
 ,  ,  ,  , 20:19:56, 09/03/2024, Present
 ,  ,  ,  , 20:19:56, 09/03/2024, Present
 ,  ,  ,  , 20:19:56, 09/03/2024, Present
 ,  ,  ,  , 20:19:56, 09/03/2024, Present
 ,  ,  ,  , 20:19:57, 09/03/2024, Present
 ,  ,  ,  , 20:19:57, 09/03/2024, Present
 ,  ,  ,  , 20:19:57, 09/03/2024, Present
 ,  ,  ,  , 20:19:57, 09/03/2024, Present
 ,  ,  ,  , 20:19:57, 09/03/2024, Present
 ,  ,  ,  , 20:19:57, 09/03/2024, Present
 ,  ,  ,  , 20:19:57, 09/03/2024, Present
 ,  ,  ,  , 20:19:58, 09/03/2024, Present
 ,  ,  ,  , 20:19:58, 09/03/2024, Present
 ,  ,  ,  , 20:19:58, 09/03/2024, Present
 ,  ,  ,  , 20:19:58, 09/03/2024, Present
 ,  ,  ,  , 20:19:58, 09/03/2024, Present
 ,  ,  ,  , 20:19:58, 09/03/2024, Present
 ,  ,  ,  , 20:19:58, 09/03/2024, Present
 ,  ,  ,  , 20:19:58, 09/03/2024, Present
 ,  ,  ,  , 20:19:59, 09/03/2024, Present
 ,  ,  ,  , 20:19:59, 09/03/2024, Present
 ,  ,  ,  , 20:19:59, 09/03/2024, Present
 ,  ,  ,  , 20:19:59, 09/03/2024, Present
 ,  ,  ,  , 20:19:59, 09/03/2024, Present
 ,  ,  ,  , 20:19:59, 09/03/2024, Present
 ,  ,  ,  , 20:19:59, 09/03/2024, Present
 ,  ,  ,  , 20:20:00, 09/03/2024, Present
 ,  ,  ,  , 20:20:00, 09/03/2024, Present
 ,  ,  ,  , 20:20:00, 09/03/2024, Present
 ,  ,  ,  , 20:20:00, 09/03/2024, Present
 ,  ,  ,  , 20:20:00, 09/03/2024, Present
 ,  ,  ,  , 20:20:00, 09/03/2024, Present
 ,  ,  ,  , 20:20:01, 09/03/2024, Present
 ,  ,  ,  , 20:20:01, 09/03/2024, Present
 ,  ,  ,  , 20:20:01, 09/03/2024, Present
 ,  ,  ,  , 20:20:01, 09/03/2024, Present
 ,  ,  ,  , 20:20:01, 09/03/2024, Present
 ,  ,  ,  , 20:20:01, 09/03/2024, Present
 ,  ,  ,  , 20:20:01, 09/03/2024, Present
 ,  ,  ,  , 20:20:02, 09/03/2024, Present
 ,  ,  ,  , 20:20:02, 09/03/2024, Present
 ,  ,  ,  , 20:20:02, 09/03/2024, Present
 ,  ,  ,  , 20:20:02, 09/03/2024, Present
 ,  ,  ,  , 20:20:02, 09/03/2024, Present
 ,  ,  ,  , 20:39:32, 09/03/2024, Present
 ,  ,  ,  , 20:39:32, 09/03/2024, Present
 ,  ,  ,  , 20:39:32, 09/03/2024, Present
 ,  ,  ,  , 20:39:32, 09/03/2024, Present
 ,  ,  ,  , 20:39:32, 09/03/2024, Present
 ,  ,  ,  , 20:39:32, 09/03/2024, Present
 ,  ,  ,  , 20:39:33, 09/03/2024, Present
 ,  ,  ,  , 20:39:33, 09/03/2024, Present
 ,  ,  ,  , 20:39:33, 09/03/2024, Present
 ,  ,  ,  , 20:39:33, 09/03/2024, Present
 ,  ,  ,  , 20:39:33, 09/03/2024, Present
 ,  ,  ,  , 20:39:33, 09/03/2024, Present
 ,  ,  ,  , 20:39:34, 09/03/2024, Present
 ,  ,  ,  , 20:39:34, 09/03/2024, Present
 ,  ,  ,  , 20:39:35, 09/03/2024, Present
 ,  ,  ,  , 20:39:35, 09/03/2024, Present
 ,  ,  ,  , 20:39:35, 09/03/2024, Present
 ,  ,  ,  , 20:39:37, 09/03/2024, Present
 ,  ,  ,  , 20:39:40, 09/03/2024, Present
 ,  ,  ,  , 20:39:40, 09/03/2024, Present
 ,  ,  ,  , 20:39:40, 09/03/2024, Present
 ,  ,  ,  , 20:39:40, 09/03/2024, Present
 ,  ,  ,  , 20:39:41, 09/03/2024, Present
 ,  ,  ,  , 20:39:41, 09/03/2024, Present
 ,  ,  ,  , 20:39:41, 09/03/2024, Present
 ,  ,  ,  , 20:39:41, 09/03/2024, Present
 ,  ,  ,  , 20:39:41, 09/03/2024, Present
 ,  ,  ,  , 20:39:41, 09/03/2024, Present
 ,  ,  ,  , 20:39:41, 09/03/2024, Present
 ,  ,  ,  , 20:39:42, 09/03/2024, Present
 ,  ,  ,  , 20:39:42, 09/03/2024, Present
 ,  ,  ,  , 20:39:42, 09/03/2024, Present
 ,  ,  ,  , 20:39:42, 09/03/2024, Present
 ,  ,  ,  , 20:39:42, 09/03/2024, Present
 ,  ,  ,  , 20:39:42, 09/03/2024, Present
 ,  ,  ,  , 20:39:42, 09/03/2024, Present
 ,  ,  ,  , 20:39:43, 09/03/2024, Present
 ,  ,  ,  , 20:39:43, 09/03/2024, Present
 ,  ,  ,  , 20:39:43, 09/03/2024, Present
 ,  ,  ,  , 20:39:43, 09/03/2024, Present
 ,  ,  ,  , 20:39:43, 09/03/2024, Present
 ,  ,  ,  , 20:39:44, 09/03/2024, Present
 ,  ,  ,  , 20:39:44, 09/03/2024, Present
 ,  ,  ,  , 15:21:00, 12/03/2024, Present
 ,  ,  ,  , 15:21:00, 12/03/2024, Present
 ,  ,  ,  , 15:21:00, 12/03/2024, Present
 ,  ,  ,  , 15:21:00, 12/03/2024, Present
 ,  ,  ,  , 15:21:00, 12/03/2024, Present
 ,  ,  ,  , 15:21:00, 12/03/2024, Present
 ,  ,  ,  , 15:21:01, 12/03/2024, Present
 ,  ,  ,  , 15:21:01, 12/03/2024, Present
 ,  ,  ,  , 15:21:01, 12/03/2024, Present
 ,  ,  ,  , 15:21:01, 12/03/2024, Present
 ,  ,  ,  , 15:21:01, 12/03/2024, Present
 ,  ,  ,  , 15:21:01, 12/03/2024, Present
 ,  ,  ,  , 15:21:02, 12/03/2024, Present
 ,  ,  ,  , 15:21:02, 12/03/2024, Present
 ,  ,  ,  , 15:21:02, 12/03/2024, Present
 ,  ,  ,  , 15:21:02, 12/03/2024, Present
 ,  ,  ,  , 15:22:54, 12/03/2024, Present
 ,  ,  ,  , 15:22:54, 12/03/2024, Present
 ,  ,  ,  , 15:22:55, 12/03/2024, Present
 ,  ,  ,  , 15:22:55, 12/03/2024, Present
 ,  ,  ,  , 15:22:55, 12/03/2024, Present
 ,  ,  ,  , 15:22:55, 12/03/2024, Present
 ,  ,  ,  , 15:22:55, 12/03/2024, Present
 ,  ,  ,  , 15:22:55, 12/03/2024, Present
 ,  ,  ,  , 15:22:55, 12/03/2024, Present
 ,  ,  ,  , 15:22:56, 12/03/2024, Present
 ,  ,  ,  , 15:22:56, 12/03/2024, Present
 ,  ,  ,  , 15:22:56, 12/03/2024, Present
 ,  ,  ,  , 15:22:56, 12/03/2024, Present
 ,  ,  ,  , 15:22:56, 12/03/2024, Present
 ,  ,  ,  , 15:22:56, 12/03/2024, Present
 ,  ,  ,  , 15:22:56, 12/03/2024, Present
 ,  ,  ,  , 15:22:57, 12/03/2024, Present
 ,  ,  ,  , 15:22:57, 12/03/2024, Present
 ,  ,  ,  , 15:22:57, 12/03/2024, Present
 ,  ,  ,  , 15:22:57, 12/03/2024, Present
 ,  ,  ,  , 15:22:57, 12/03/2024, Present
 ,  ,  ,  , 15:22:57, 12/03/2024, Present
 ,  ,  ,  , 15:22:58, 12/03/2024, Present
 ,  ,  ,  , 15:22:58, 12/03/2024, Present
 ,  ,  ,  , 15:22:58, 12/03/2024, Present
 ,  ,  ,  , 15:22:58, 12/03/2024, Present
 ,  ,  ,  , 15:22:58, 12/03/2024, Present
 ,  ,  ,  , 15:22:58, 12/03/2024, Present
 ,  ,  ,  , 15:22:58, 12/03/2024, Present
 ,  ,  ,  , 15:22:59, 12/03/2024, Present
 ,  ,  ,  , 15:22:59, 12/03/2024, Present
 ,  ,  ,  , 15:22:59, 12/03/2024, Present
 ,  ,  ,  , 15:22:59, 12/03/2024, Present
 ,  ,  ,  , 15:22:59, 12/03/2024, Present
 ,  ,  ,  , 15:22:59, 12/03/2024, Present
 ,  ,  ,  , 15:23:03, 12/03/2024, Present
 ,  ,  ,  , 15:23:14, 12/03/2024, Present
 ,  ,  ,  , 15:23:14, 12/03/2024, Present
 ,  ,  ,  , 15:23:14, 12/03/2024, Present
 ,  ,  ,  , 15:23:14, 12/03/2024, Present
 ,  ,  ,  , 15:23:15, 12/03/2024, Present
 ,  ,  ,  , 15:23:15, 12/03/2024, Present
 ,  ,  ,  , 15:23:15, 12/03/2024, Present
 ,  ,  ,  , 15:23:15, 12/03/2024, Present
 ,  ,  ,  , 15:23:15, 12/03/2024, Present
 ,  ,  ,  , 15:23:15, 12/03/2024, Present
 ,  ,  ,  , 15:23:16, 12/03/2024, Present
 ,  ,  ,  , 15:23:16, 12/03/2024, Present
 ,  ,  ,  , 15:23:16, 12/03/2024, Present
 ,  ,  ,  , 15:23:16, 12/03/2024, Present
 ,  ,  ,  , 15:23:16, 12/03/2024, Present
 ,  ,  ,  , 15:23:16, 12/03/2024, Present
 ,  ,  ,  , 15:23:17, 12/03/2024, Present
 ,  ,  ,  , 15:23:17, 12/03/2024, Present
 ,  ,  ,  , 15:23:17, 12/03/2024, Present
 ,  ,  ,  , 15:23:17, 12/03/2024, Present
 ,  ,  ,  , 15:23:17, 12/03/2024, Present
 ,  ,  ,  , 15:23:17, 12/03/2024, Present
 ,  ,  ,  , 15:23:18, 12/03/2024, Present
 ,  ,  ,  , 15:23:18, 12/03/2024, Present
 ,  ,  ,  , 15:23:18, 12/03/2024, Present
 ,  ,  ,  , 15:23:18, 12/03/2024, Present
 ,  ,  ,  , 15:23:18, 12/03/2024, Present
 ,  ,  ,  , 15:23:18, 12/03/2024, Present
 ,  ,  ,  , 15:23:19, 12/03/2024, Present
 ,  ,  ,  , 15:23:19, 12/03/2024, Present
 ,  ,  ,  , 15:23:19, 12/03/2024, Present
 ,  ,  ,  , 15:23:19, 12/03/2024, Present
 ,  ,  ,  , 15:23:21, 12/03/2024, Present
 ,  ,  ,  , 15:23:21, 12/03/2024, Present
 ,  ,  ,  , 15:23:21, 12/03/2024, Present
 ,  ,  ,  , 15:23:22, 12/03/2024, Present
 ,  ,  ,  , 15:23:22, 12/03/2024, Present
 ,  ,  ,  , 15:23:22, 12/03/2024, Present
 ,  ,  ,  , 15:23:22, 12/03/2024, Present
 ,  ,  ,  , 15:23:22, 12/03/2024, Present
 ,  ,  ,  , 15:23:22, 12/03/2024, Present
 ,  ,  ,  , 15:23:23, 12/03/2024, Present
 ,  ,  ,  , 15:23:23, 12/03/2024, Present
 ,  ,  ,  , 15:23:23, 12/03/2024, Present
 ,  ,  ,  , 15:23:23, 12/03/2024, Present
 ,  ,  ,  , 15:23:23, 12/03/2024, Present
 ,  ,  ,  , 15:27:39, 12/03/2024, Present
 ,  ,  ,  , 15:27:39, 12/03/2024, Present
 ,  ,  ,  , 15:27:39, 12/03/2024, Present
 ,  ,  ,  , 15:27:39, 12/03/2024, Present
 ,  ,  ,  , 15:27:39, 12/03/2024, Present
 ,  ,  ,  , 15:27:39, 12/03/2024, Present
 ,  ,  ,  , 15:27:40, 12/03/2024, Present
 ,  ,  ,  , 15:27:40, 12/03/2024, Present
 ,  ,  ,  , 15:27:40, 12/03/2024, Present
 ,  ,  ,  , 15:27:40, 12/03/2024, Present
 ,  ,  ,  , 15:27:40, 12/03/2024, Present
 ,  ,  ,  , 15:27:40, 12/03/2024, Present
 ,  ,  ,  , 15:27:41, 12/03/2024, Present
 ,  ,  ,  , 15:27:41, 12/03/2024, Present
 ,  ,  ,  , 15:27:41, 12/03/2024, Present
 ,  ,  ,  , 15:27:41, 12/03/2024, Present
 ,  ,  ,  , 15:27:41, 12/03/2024, Present
 ,  ,  ,  , 15:27:41, 12/03/2024, Present
 ,  ,  ,  , 15:27:42, 12/03/2024, Present
 ,  ,  ,  , 15:27:42, 12/03/2024, Present
 ,  ,  ,  , 15:27:42, 12/03/2024, Present
 ,  ,  ,  , 15:27:42, 12/03/2024, Present
 ,  ,  ,  , 15:27:42, 12/03/2024, Present
 ,  ,  ,  , 15:27:42, 12/03/2024, Present
 ,  ,  ,  , 15:27:42, 12/03/2024, Present
 ,  ,  ,  , 15:27:43, 12/03/2024, Present
 ,  ,  ,  , 15:27:43, 12/03/2024, Present
 ,  ,  ,  , 15:27:43, 12/03/2024, Present
 ,  ,  ,  , 15:27:43, 12/03/2024, Present
 ,  ,  ,  , 15:27:43, 12/03/2024, Present
 ,  ,  ,  , 15:27:43, 12/03/2024, Present
 ,  ,  ,  , 15:27:44, 12/03/2024, Present
 ,  ,  ,  , 15:27:44, 12/03/2024, Present
 ,  ,  ,  , 15:27:44, 12/03/2024, Present
 ,  ,  ,  , 15:27:44, 12/03/2024, Present
 ,  ,  ,  , 15:27:44, 12/03/2024, Present
 ,  ,  ,  , 15:27:44, 12/03/2024, Present
 ,  ,  ,  , 15:27:45, 12/03/2024, Present
 ,  ,  ,  , 15:27:45, 12/03/2024, Present
 ,  ,  ,  , 15:27:45, 12/03/2024, Present
 ,  ,  ,  , 15:27:45, 12/03/2024, Present
 ,  ,  ,  , 15:27:45, 12/03/2024, Present
 ,  ,  ,  , 15:27:45, 12/03/2024, Present
 ,  ,  ,  , 15:27:46, 12/03/2024, Present
 ,  ,  ,  , 15:27:46, 12/03/2024, Present
 ,  ,  ,  , 15:27:46, 12/03/2024, Present
 ,  ,  ,  , 15:27:46, 12/03/2024, Present
 ,  ,  ,  , 15:27:46, 12/03/2024, Present
 ,  ,  ,  , 15:27:47, 12/03/2024, Present
 ,  ,  ,  , 15:27:47, 12/03/2024, Present
 ,  ,  ,  , 15:27:47, 12/03/2024, Present
 ,  ,  ,  , 15:27:47, 12/03/2024, Present
 ,  ,  ,  , 15:27:47, 12/03/2024, Present
 ,  ,  ,  , 15:27:47, 12/03/2024, Present
 ,  ,  ,  , 15:27:47, 12/03/2024, Present
 ,  ,  ,  , 15:27:48, 12/03/2024, Present
 ,  ,  ,  , 15:27:48, 12/03/2024, Present
 ,  ,  ,  , 15:27:48, 12/03/2024, Present
 ,  ,  ,  , 15:27:48, 12/03/2024, Present
 ,  ,  ,  , 15:27:48, 12/03/2024, Present
 ,  ,  ,  , 15:27:48, 12/03/2024, Present
 ,  ,  ,  , 15:27:49, 12/03/2024, Present
 ,  ,  ,  , 15:27:50, 12/03/2024, Present
 ,  ,  ,  , 15:27:51, 12/03/2024, Present
 ,  ,  ,  , 15:27:51, 12/03/2024, Present
 ,  ,  ,  , 15:27:51, 12/03/2024, Present
 ,  ,  ,  , 15:27:51, 12/03/2024, Present
 ,  ,  ,  , 15:27:51, 12/03/2024, Present
 ,  ,  ,  , 15:27:51, 12/03/2024, Present
 ,  ,  ,  , 15:27:52, 12/03/2024, Present
 ,  ,  ,  , 15:27:52, 12/03/2024, Present
 ,  ,  ,  , 15:27:52, 12/03/2024, Present ,  ,  ,  , 21/04/2024, 00:44:37, Present
 ,  ,  ,  , 21/04/2024, 00:44:37, Present
 ,  ,  ,  , 21/04/2024, 00:44:37, Present
 ,  ,  ,  , 21/04/2024, 00:44:37, Present
 ,  ,  ,  , 21/04/2024, 00:44:37, Present
 ,  ,  ,  , 21/04/2024, 00:44:38, Present
 ,  ,  ,  , 21/04/2024, 00:44:38, Present
 ,  ,  ,  , 21/04/2024, 00:44:38, Present
 ,  ,  ,  , 21/04/2024, 00:44:38, Present
 ,  ,  ,  , 21/04/2024, 00:44:39, Present
 ,  ,  ,  , 21/04/2024, 00:44:39, Present
 ,  ,  ,  , 21/04/2024, 00:44:39, Present
 ,  ,  ,  , 21/04/2024, 00:44:39, Present
 ,  ,  ,  , 21/04/2024, 00:44:39, Present
 ,  ,  ,  , 21/04/2024, 00:44:39, Present
 ,  ,  ,  , 21/04/2024, 00:44:39, Present
 ,  ,  ,  , 21/04/2024, 00:44:40, Present
 ,  ,  ,  , 21/04/2024, 00:44:40, Present
 ,  ,  ,  , 21/04/2024, 00:44:40, Present
 ,  ,  ,  , 21/04/2024, 00:44:40, Present
 ,  ,  ,  , 21/04/2024, 00:44:40, Present
 ,  ,  ,  , 21/04/2024, 00:44:40, Present
 ,  ,  ,  , 21/04/2024, 00:44:40, Present
 ,  ,  ,  , 21/04/2024, 00:44:41, Present
 ,  ,  ,  , 21/04/2024, 00:44:41, Present
 ,  ,  ,  , 21/04/2024, 00:44:41, Present
 ,  ,  ,  , 21/04/2024, 00:44:41, Present
 ,  ,  ,  , 21/04/2024, 00:44:41, Present
 ,  ,  ,  , 21/04/2024, 00:44:41, Present
 ,  ,  ,  , 21/04/2024, 00:44:41, Present
 ,  ,  ,  , 21/04/2024, 00:44:41, Present
 ,  ,  ,  , 21/04/2024, 00:44:42, Present
 ,  ,  ,  , 21/04/2024, 00:44:42, Present
 ,  ,  ,  , 21/04/2024, 00:44:42, Present
 ,  ,  ,  , 21/04/2024, 00:44:42, Present
